,index,AT_load_actual_entsoe_power_statistics,AT_load_actual_entsoe_transparency,AT_price_day_ahead,AT_solar_generation_actual,AT_wind_onshore_generation_actual,AT_windspeed_10m,AT_temperature,AT_radiation_direct_horizontal,AT_radiation_diffuse_horizontal
309,87965,8221.0,6816.0,18.0,0.0,444.0,2.18,0.585,0.0,0.0
310,87966,9556.0,7741.0,27.0,0.0,455.0,2.21,0.455,0.0,0.0
311,87967,10320.0,8667.0,37.0,0.0,378.0,2.29,0.211,0.2072,2.2324
312,87968,10526.0,8261.0,39.0,8.0,337.0,2.29,0.773,8.904,47.8309
313,87969,10474.0,8452.0,34.0,32.0,272.0,2.28,2.252,26.8459,103.7249
314,87970,10495.0,8469.0,32.0,70.0,223.0,2.42,3.555,41.3725,144.4226
315,87971,10375.0,8323.0,32.0,103.0,198.0,2.49,4.345,31.2698,157.7318
316,87972,10105.0,8304.0,32.0,120.0,199.0,2.38,4.57,20.3512,147.8266
317,87973,10091.0,8082.0,31.0,110.0,140.0,2.2,4.354,13.5243,124.2092
318,87974,10068.0,8109.0,32.0,79.0,139.0,2.02,3.711,6.0434,81.2951
319,87975,10224.0,7987.0,35.0,42.0,151.0,2.17,2.542,1.4105,32.0964
320,87976,10656.0,8147.0,38.0,12.0,236.0,2.43,1.638,0.0405,1.623
321,87977,10869.0,8851.0,46.0,1.0,660.0,2.68,1.353,0.0,0.0
322,87978,10542.0,8539.0,45.0,0.0,629.0,2.92,1.114,0.0,0.0
323,87979,9717.0,7891.0,40.0,0.0,442.0,3.34,0.999,0.0,0.0
324,87980,9099.0,8110.0,34.0,0.0,273.0,3.89,0.953,0.0,0.0
325,87981,8396.0,7831.0,31.0,0.0,277.0,4.01,0.814,0.0,0.0
326,87982,8252.0,7491.0,30.0,0.0,598.0,4.44,0.742,0.0,0.0
327,87983,7773.0,7139.0,23.0,0.0,1270.0,4.58,0.461,0.0,0.0
328,87984,7366.0,6226.0,22.0,0.0,1621.0,4.35,0.132,0.0,0.0
329,87985,7119.0,6100.0,21.0,0.0,1674.0,3.88,-0.443,0.0,0.0
330,87986,7005.0,6234.0,18.0,0.0,1533.0,3.5,-1.151,0.0,0.0
331,87987,6916.0,6201.0,17.0,0.0,1185.0,3.04,-1.752,0.0,0.0
332,87988,7206.0,6615.0,16.0,0.0,703.0,2.73,-2.166,0.0,0.0
333,87989,8237.0,7405.0,17.0,0.0,402.0,2.5,-2.428,0.0,0.0
334,87990,9661.0,8481.0,27.0,0.0,142.0,2.46,-2.545,0.0,0.0
335,87991,10402.0,8850.0,33.0,1.0,85.0,2.48,-2.325,0.4651,2.7591
336,87992,10510.0,9016.0,33.0,9.0,44.0,2.28,-0.685,14.7824,49.2531
337,87993,10496.0,9086.0,31.0,32.0,115.0,2.22,1.335,30.7511,100.478
338,87994,10585.0,9208.0,29.0,63.0,242.0,2.76,2.447,50.3298,137.6633
339,87995,10456.0,9314.0,29.0,90.0,310.0,3.52,3.36,100.751,153.3878
340,87996,10185.0,8999.0,28.0,102.0,476.0,4.04,4.023,98.1735,154.1418
341,87997,10184.0,9090.0,27.0,97.0,698.0,4.04,4.128,58.8703,141.3545
342,87998,10099.0,8880.0,27.0,76.0,869.0,3.6,3.67,24.2925,101.3184
343,87999,10091.0,8748.0,28.0,44.0,988.0,3.34,2.43,10.208,50.816
344,88000,10609.0,9048.0,28.0,14.0,986.0,3.42,0.542,0.4232,3.6275
345,88001,10873.0,9189.0,33.0,1.0,972.0,3.62,0.01,0.0,0.0
346,88002,10680.0,8991.0,32.0,0.0,1056.0,3.72,-0.13,0.0,0.0
347,88003,9983.0,8898.0,30.0,0.0,1067.0,3.78,-0.191,0.0,0.0
348,88004,9355.0,8568.0,26.0,0.0,982.0,3.71,-0.18,0.0,0.0
349,88005,8706.0,8426.0,24.0,0.0,1109.0,3.53,-0.183,0.0,0.0
350,88006,8522.0,8293.0,21.0,0.0,1085.0,3.51,-0.261,0.0,0.0
351,88007,7884.0,7676.0,13.0,0.0,1085.0,3.62,-0.307,0.0,0.0
352,88008,7471.0,6988.0,13.0,0.0,1084.0,3.54,-0.415,0.0,0.0
353,88009,7256.0,6765.0,12.0,0.0,1111.0,3.48,-0.5,0.0,0.0
354,88010,7066.0,6734.0,12.0,0.0,1096.0,3.45,-0.557,0.0,0.0
355,88011,6979.0,6638.0,13.0,0.0,1083.0,3.2,-0.664,0.0,0.0
356,88012,7272.0,6742.0,13.0,0.0,990.0,2.92,-0.791,0.0,0.0
357,88013,8267.0,7412.0,16.0,0.0,906.0,2.68,-0.888,0.0,0.0
358,88014,9616.0,7975.0,26.0,0.0,855.0,2.53,-0.892,0.0,0.0
359,88015,10424.0,8596.0,37.0,2.0,621.0,2.51,-0.782,0.1008,1.8458
360,88016,10563.0,8737.0,40.0,12.0,442.0,2.55,0.275,8.1721,46.2739
361,88017,10557.0,8928.0,41.0,39.0,307.0,2.68,2.068,42.4361,101.2217
362,88018,10508.0,8976.0,41.0,81.0,231.0,2.91,3.501,108.0784,125.7856
363,88019,10317.0,9289.0,41.0,119.0,117.0,2.97,4.824,177.2642,122.174
364,88020,9889.0,9002.0,41.0,138.0,83.0,3.01,5.895,183.3757,119.785
365,88021,9729.0,8911.0,42.0,130.0,74.0,3.02,6.403,139.4147,116.197
366,88022,9636.0,8241.0,43.0,96.0,78.0,2.92,6.141,68.9101,99.7721
367,88023,9696.0,8197.0,44.0,50.0,82.0,2.98,4.665,14.2504,52.9454
368,88024,10197.0,8478.0,47.0,13.0,97.0,3.27,2.883,0.2432,3.1608
369,88025,10501.0,8864.0,53.0,1.0,261.0,3.53,2.309,0.0,0.0
370,88026,10168.0,8547.0,53.0,0.0,708.0,3.76,2.391,0.0,0.0
371,88027,9409.0,8087.0,50.0,0.0,882.0,3.93,2.488,0.0,0.0
372,88028,8727.0,7714.0,46.0,0.0,964.0,4.04,2.362,0.0,0.0
373,88029,8180.0,7449.0,40.0,0.0,1032.0,4.02,2.102,0.0,0.0
374,88030,8097.0,7636.0,37.0,0.0,1138.0,4.04,2.062,0.0,0.0
375,88031,7513.0,6900.0,33.0,0.0,1281.0,3.97,2.098,0.0,0.0
376,88032,7164.0,6626.0,29.0,0.0,1347.0,3.98,2.175,0.0,0.0
377,88033,6894.0,6342.0,27.0,0.0,1504.0,4.08,2.321,0.0,0.0
378,88034,6615.0,6230.0,27.0,0.0,1552.0,4.11,2.471,0.0,0.0
379,88035,6523.0,6071.0,25.0,0.0,1559.0,4.18,2.486,0.0,0.0
380,88036,6548.0,5924.0,25.0,0.0,1532.0,4.12,2.544,0.0,0.0
381,88037,6929.0,6224.0,24.0,0.0,1523.0,4.02,2.467,0.0,0.0
382,88038,7445.0,6447.0,25.0,0.0,1610.0,3.78,2.45,0.0,0.0
383,88039,8253.0,7091.0,29.0,1.0,1579.0,3.5,2.319,0.0147,1.0559
384,88040,8837.0,7575.0,34.0,9.0,1302.0,3.17,2.363,0.4201,21.628
385,88041,9163.0,7904.0,38.0,30.0,940.0,2.9,2.849,1.4532,55.1181
386,88042,9358.0,8004.0,39.0,58.0,591.0,2.73,3.427,3.0286,88.5111
387,88043,9364.0,7950.0,39.0,81.0,246.0,2.5,3.817,3.9918,105.9787
388,88044,8986.0,7569.0,35.0,88.0,134.0,2.33,4.014,4.2016,108.45
389,88045,8745.0,7622.0,33.0,77.0,127.0,2.3,3.979,3.3376,92.9605
390,88046,8767.0,7011.0,33.0,55.0,135.0,2.18,3.606,1.6838,60.38
391,88047,8815.0,7209.0,34.0,30.0,169.0,1.93,2.841,0.4049,22.3875
392,88048,9109.0,7318.0,36.0,8.0,221.0,1.88,2.026,0.0195,1.4791
393,88049,9322.0,7341.0,42.0,0.0,314.0,2.02,1.574,0.0,0.0
394,88050,8979.0,7612.0,44.0,0.0,401.0,2.12,1.212,0.0,0.0
395,88051,8482.0,7280.0,39.0,0.0,447.0,2.26,0.707,0.0,0.0
396,88052,8032.0,7294.0,32.0,0.0,518.0,2.49,0.227,0.0,0.0
397,88053,7626.0,7066.0,29.0,0.0,507.0,2.5,-0.109,0.0,0.0
398,88054,7594.0,7098.0,29.0,0.0,493.0,2.23,-0.38,0.0,0.0
399,88055,7127.0,6791.0,22.0,0.0,416.0,2.2,-0.637,0.0,0.0
400,88056,6743.0,6536.0,22.0,0.0,366.0,2.2,-0.886,0.0,0.0
401,88057,6396.0,6175.0,19.0,0.0,404.0,2.03,-1.116,0.0,0.0
402,88058,6258.0,6069.0,18.0,0.0,336.0,1.92,-1.188,0.0,0.0
403,88059,6158.0,5918.0,19.0,0.0,351.0,1.82,-1.25,0.0,0.0
404,88060,6172.0,5916.0,19.0,0.0,363.0,1.71,-1.339,0.0,0.0
405,88061,6339.0,6111.0,18.0,0.0,298.0,1.62,-1.521,0.0,0.0
406,88062,6597.0,6310.0,17.0,0.0,240.0,1.55,-1.716,0.0,0.0
407,88063,7175.0,6779.0,18.0,0.0,219.0,1.54,-1.884,0.1431,2.4693
408,88064,7661.0,7125.0,20.0,7.0,170.0,1.64,-1.197,6.816,47.0756
409,88065,8042.0,7435.0,25.0,28.0,130.0,1.75,0.093,32.3562,105.4448
410,88066,8376.0,7795.0,28.0,57.0,86.0,1.71,1.38,61.5863,141.8455
411,88067,8434.0,7888.0,30.0,82.0,75.0,1.76,2.241,105.4154,155.4858
412,88068,8077.0,7746.0,31.0,95.0,32.0,1.7,2.767,117.272,152.0235
413,88069,7813.0,7504.0,31.0,94.0,28.0,1.59,2.933,99.2992,136.524
414,88070,7717.0,7309.0,28.0,76.0,24.0,1.51,2.712,59.0139,107.0911
415,88071,7809.0,6994.0,31.0,45.0,40.0,1.28,1.519,14.6817,55.6362
416,88072,8323.0,7087.0,27.0,14.0,86.0,1.68,-0.652,0.6224,4.8087
417,88073,8642.0,7534.0,35.0,1.0,88.0,1.87,-1.632,0.0,0.0
418,88074,8721.0,7421.0,38.0,0.0,97.0,1.92,-2.141,0.0,0.0
419,88075,8397.0,7422.0,36.0,0.0,68.0,1.85,-2.434,0.0,0.0
420,88076,8062.0,7162.0,37.0,0.0,34.0,1.72,-2.644,0.0,0.0
421,88077,7752.0,6883.0,34.0,0.0,19.0,1.59,-2.844,0.0,0.0
422,88078,7790.0,6910.0,34.0,0.0,17.0,1.47,-2.96,0.0,0.0
423,88079,7286.0,7094.0,32.0,0.0,16.0,1.43,-3.196,0.0,0.0
424,88080,7077.0,6131.0,25.0,0.0,15.0,1.53,-3.502,0.0,0.0
425,88081,6832.0,5824.0,23.0,0.0,15.0,1.56,-3.678,0.0,0.0
426,88082,6708.0,5472.0,24.0,0.0,14.0,1.56,-3.76,0.0,0.0
427,88083,6632.0,5304.0,24.0,0.0,12.0,1.59,-3.799,0.0,0.0
428,88084,7097.0,5580.0,24.0,0.0,15.0,1.52,-3.789,0.0,0.0
429,88085,8083.0,5738.0,26.0,0.0,19.0,1.45,-3.823,0.0,0.0
430,88086,9525.0,6436.0,34.0,0.0,17.0,1.34,-3.868,0.0,0.0
431,88087,10539.0,8040.0,48.0,0.0,23.0,1.29,-3.894,0.3423,3.2129
432,88088,10749.0,8442.0,51.0,5.0,14.0,1.3,-3.1,16.564,50.8218
433,88089,10826.0,8018.0,52.0,23.0,4.0,1.13,-1.322,91.1003,88.8022
434,88090,10893.0,7672.0,50.0,48.0,3.0,1.04,0.594,188.3859,91.4215
435,88091,10799.0,7965.0,50.0,72.0,2.0,1.06,1.872,268.3033,80.4378
436,88092,10483.0,7450.0,50.0,85.0,1.0,1.03,2.55,278.4768,76.4325
437,88093,10426.0,7694.0,50.0,84.0,2.0,1.02,2.771,232.7519,74.3961
438,88094,10343.0,7653.0,49.0,70.0,2.0,0.98,2.464,138.712,72.4231
439,88095,10390.0,7832.0,49.0,41.0,1.0,1.03,0.962,35.6064,52.5403
440,88096,10780.0,8113.0,51.0,12.0,2.0,1.59,-1.149,1.2025,5.3845
441,88097,11084.0,8312.0,55.0,1.0,7.0,1.88,-2.257,0.0,0.0
442,88098,10828.0,8309.0,56.0,0.0,8.0,2.01,-2.941,0.0,0.0
443,88099,10118.0,8016.0,51.0,0.0,8.0,2.06,-3.357,0.0,0.0
444,88100,9384.0,6750.0,47.0,0.0,18.0,2.1,-3.621,0.0,0.0
445,88101,8740.0,5834.0,41.0,0.0,22.0,2.09,-3.785,0.0,0.0
446,88102,8508.0,5494.0,38.0,0.0,25.0,2.09,-3.838,0.0,0.0
447,88103,7966.0,5021.0,32.0,0.0,37.0,2.07,-3.943,0.0,0.0
448,88104,7665.0,6656.0,32.0,0.0,59.0,2.09,-3.998,0.0,0.0
449,88105,7418.0,6418.0,31.0,0.0,91.0,2.07,-3.901,0.0,0.0
450,88106,7303.0,6234.0,30.0,0.0,129.0,2.13,-3.682,0.0,0.0
451,88107,7186.0,6095.0,31.0,0.0,182.0,2.19,-3.489,0.0,0.0
452,88108,7500.0,6342.0,29.0,0.0,204.0,2.3,-3.384,0.0,0.0
453,88109,8399.0,6938.0,31.0,0.0,222.0,2.32,-3.315,0.0,0.0
454,88110,9818.0,7732.0,44.0,0.0,237.0,2.28,-3.176,0.0,0.0
455,88111,10737.0,8226.0,53.0,0.0,236.0,2.31,-2.975,0.0597,2.1604
456,88112,10932.0,8555.0,56.0,3.0,310.0,2.5,-2.347,1.4137,33.1016
457,88113,10909.0,8524.0,56.0,15.0,381.0,2.55,-1.352,5.4189,80.3512
458,88114,11015.0,8545.0,55.0,33.0,437.0,2.71,-0.251,14.5903,129.3356
459,88115,10991.0,8338.0,54.0,51.0,528.0,2.76,0.769,31.9742,166.1125
460,88116,10642.0,8262.0,52.0,64.0,528.0,2.69,1.448,43.0868,171.9758
461,88117,10575.0,8141.0,51.0,69.0,554.0,2.51,1.714,40.9546,153.4129
462,88118,10561.0,8148.0,50.0,60.0,494.0,2.14,1.5,29.2077,115.6924
463,88119,10521.0,8202.0,50.0,37.0,302.0,1.65,0.444,9.44,57.6686
464,88120,10782.0,8279.0,51.0,11.0,260.0,1.58,-0.906,0.5439,5.6461
465,88121,11129.0,8483.0,56.0,1.0,256.0,1.48,-1.366,0.0,0.0
466,88122,10860.0,8572.0,60.0,0.0,206.0,1.34,-1.69,0.0,0.0
467,88123,10179.0,8163.0,55.0,0.0,160.0,1.34,-2.044,0.0,0.0
468,88124,9494.0,7844.0,48.0,0.0,80.0,1.33,-2.338,0.0,0.0
469,88125,8733.0,7505.0,43.0,0.0,46.0,1.3,-2.584,0.0,0.0
470,88126,8638.0,7443.0,39.0,0.0,52.0,1.29,-2.771,0.0,0.0
471,88127,8081.0,6948.0,33.0,0.0,56.0,1.32,-2.913,0.0,0.0
472,88152,7502.0,4884.0,31.0,0.0,475.0,2.71,-1.183,0.0,0.0
473,88153,7289.0,4797.0,30.0,0.0,470.0,2.7,-1.109,0.0,0.0
474,88154,7080.0,4713.0,29.0,0.0,496.0,2.66,-1.072,0.0,0.0
475,88155,7008.0,4640.0,29.0,0.0,484.0,2.64,-1.032,0.0,0.0
476,88156,7304.0,4589.0,30.0,0.0,481.0,2.63,-0.976,0.0,0.0
477,88157,8214.0,5086.0,33.0,0.0,458.0,2.65,-0.965,0.0,0.0
478,88158,9562.0,6371.0,39.0,0.0,424.0,2.69,-0.959,0.0,0.0
479,88159,10483.0,8068.0,50.0,1.0,381.0,2.62,-0.998,0.0802,2.5694
480,88160,10660.0,7862.0,54.0,9.0,389.0,2.69,-0.304,3.3121,44.0441
481,88161,10785.0,7672.0,55.0,32.0,435.0,2.82,0.982,16.7364,104.9093
482,88162,10791.0,7739.0,55.0,62.0,434.0,2.75,2.089,40.7658,151.4424
483,88163,10715.0,7658.0,55.0,90.0,421.0,2.64,3.06,62.8262,173.5585
484,88164,10438.0,7919.0,53.0,110.0,399.0,2.62,3.759,73.2386,174.0326
485,88165,10306.0,7848.0,52.0,112.0,448.0,2.61,3.999,63.1103,155.4575
486,88166,10281.0,7685.0,51.0,89.0,424.0,2.53,3.664,35.5688,117.5497
487,88167,10234.0,7700.0,51.0,50.0,428.0,2.23,2.569,10.3906,59.8225
488,88168,10584.0,7780.0,51.0,14.0,440.0,2.13,1.03,0.5658,6.2892
489,88169,10860.0,8229.0,56.0,1.0,374.0,2.17,0.56,0.0,0.0
490,88170,10532.0,7784.0,59.0,0.0,263.0,2.13,0.377,0.0,0.0
491,88171,9884.0,7905.0,52.0,0.0,216.0,2.04,0.231,0.0,0.0
492,88172,9209.0,7589.0,46.0,0.0,196.0,1.97,0.043,0.0,0.0
493,88173,8603.0,6872.0,40.0,0.0,161.0,1.85,-0.208,0.0,0.0
494,88174,8379.0,6574.0,39.0,0.0,70.0,1.77,-0.455,0.0,0.0
495,88175,7875.0,6475.0,33.0,0.0,24.0,1.68,-0.723,0.0,0.0
496,88200,7489.0,6248.0,31.0,0.0,1729.0,4.97,-2.244,0.0,0.0
497,88201,7196.0,5952.0,30.0,0.0,1693.0,4.99,-2.441,0.0,0.0
498,88202,6971.0,6033.0,28.0,0.0,1671.0,4.99,-2.612,0.0,0.0
499,88203,6811.0,5792.0,27.0,0.0,1632.0,4.98,-2.728,0.0,0.0
500,88204,6881.0,5924.0,26.0,0.0,1644.0,4.92,-2.83,0.0,0.0
501,88205,7252.0,6033.0,25.0,0.0,1674.0,4.86,-2.941,0.0,0.0
502,88206,7689.0,6256.0,25.0,0.0,1634.0,4.8,-3.068,0.0,0.0
503,88207,8548.0,6747.0,27.0,0.0,1715.0,4.77,-3.209,0.1633,4.1262
504,88208,9057.0,7038.0,31.0,7.0,1734.0,5.06,-2.753,4.0665,50.4421
505,88209,9445.0,6948.0,34.0,24.0,1755.0,5.45,-1.808,14.8752,109.6308
506,88210,9599.0,6600.0,37.0,46.0,1732.0,5.64,-1.018,22.5455,148.6526
507,88211,9570.0,6594.0,38.0,65.0,1718.0,5.64,-0.485,24.2229,166.9838
508,88212,9266.0,6638.0,35.0,75.0,1671.0,5.63,-0.136,19.3728,160.2958
509,88213,9074.0,6570.0,34.0,74.0,1612.0,5.55,-0.005,14.4546,138.6161
510,88214,8912.0,6427.0,32.0,59.0,1535.0,5.31,-0.178,7.1614,95.3881
511,88215,8892.0,6496.0,32.0,35.0,1502.0,4.84,-0.723,1.8247,41.6992
512,88216,9203.0,6558.0,35.0,10.0,1563.0,4.51,-1.508,0.1139,4.271
513,88217,9447.0,6806.0,43.0,1.0,1620.0,4.63,-1.963,0.0,0.0
514,88218,9098.0,6976.0,44.0,0.0,1613.0,4.83,-2.2,0.0,0.0
515,88219,8611.0,6776.0,36.0,0.0,1637.0,5.0,-2.401,0.0,0.0
516,88220,8225.0,6632.0,30.0,0.0,1661.0,5.17,-2.557,0.0,0.0
517,88221,7756.0,6450.0,28.0,0.0,1699.0,5.33,-2.715,0.0,0.0
518,88222,7776.0,6429.0,29.0,0.0,1715.0,5.49,-2.849,0.0,0.0
519,88223,7277.0,6174.0,25.0,0.0,1690.0,5.65,-2.95,0.0,0.0
520,88224,6958.0,6133.0,24.0,0.0,1675.0,5.76,-3.058,0.0,0.0
521,88225,6657.0,5600.0,22.0,0.0,1697.0,5.78,-3.184,0.0,0.0
522,88226,6528.0,5791.0,23.0,0.0,1664.0,5.81,-3.315,0.0,0.0
523,88227,6349.0,5517.0,23.0,0.0,1606.0,5.83,-3.413,0.0,0.0
524,88228,6380.0,5326.0,22.0,0.0,1605.0,5.79,-3.457,0.0,0.0
525,88229,6508.0,5425.0,22.0,0.0,1589.0,5.67,-3.493,0.0,0.0
526,88230,6760.0,5842.0,19.0,0.0,1593.0,5.55,-3.5,0.0,0.0
527,88231,7374.0,6238.0,20.0,0.0,1583.0,5.43,-3.467,0.0332,2.2147
528,88232,7882.0,6447.0,23.0,6.0,1592.0,5.42,-3.107,0.5424,25.9422
529,88233,8368.0,6888.0,27.0,22.0,1606.0,5.52,-2.456,1.8801,62.7825
530,88234,8643.0,6801.0,29.0,42.0,1624.0,5.83,-1.785,4.2993,101.7693
531,88235,8745.0,6966.0,31.0,58.0,1643.0,6.0,-1.219,7.2818,130.7954
532,88236,8340.0,6306.0,31.0,67.0,1582.0,6.03,-0.832,9.7136,142.3889
533,88237,8131.0,6508.0,30.0,66.0,1571.0,5.9,-0.669,10.4855,134.0055
534,88238,7993.0,6249.0,28.0,54.0,1521.0,5.67,-0.758,7.6314,101.5739
535,88239,8044.0,6304.0,30.0,34.0,1521.0,5.17,-1.187,2.614,49.5807
536,88240,8352.0,6374.0,30.0,11.0,1560.0,4.86,-1.891,0.1875,5.7496
537,88241,8881.0,6565.0,38.0,1.0,1607.0,4.78,-2.328,0.0,0.0
538,88242,8977.0,6961.0,42.0,0.0,1534.0,4.62,-2.564,0.0,0.0
539,88243,8679.0,7096.0,40.0,0.0,1317.0,4.5,-2.702,0.0,0.0
540,88244,8188.0,6540.0,32.0,0.0,1193.0,4.3,-2.811,0.0,0.0
541,88245,7934.0,6213.0,31.0,0.0,1252.0,4.12,-2.933,0.0,0.0
542,88246,7947.0,6536.0,33.0,0.0,1198.0,3.96,-3.034,0.0,0.0
543,88247,7518.0,6371.0,30.0,0.0,1104.0,3.76,-3.179,0.0,0.0
544,88248,7212.0,6230.0,28.0,0.0,1025.0,3.58,-3.387,0.0,0.0
545,88249,6986.0,6126.0,27.0,0.0,876.0,3.43,-3.721,0.0,0.0
546,88250,6983.0,6018.0,27.0,0.0,762.0,3.3,-4.105,0.0,0.0
547,88251,6840.0,5958.0,27.0,0.0,656.0,3.17,-4.476,0.0,0.0
548,88252,7292.0,6062.0,26.0,0.0,633.0,3.04,-4.775,0.0,0.0
549,88253,8270.0,6508.0,28.0,0.0,692.0,2.9,-5.017,0.0,0.0
550,88254,9696.0,7340.0,34.0,0.0,641.0,2.83,-5.199,0.0,0.0
551,88255,10439.0,8357.0,43.0,0.0,618.0,2.77,-5.232,0.8153,6.7522
552,88256,10700.0,8516.0,47.0,11.0,470.0,2.94,-4.082,18.735,61.7838
553,88257,10759.0,8491.0,47.0,39.0,362.0,3.14,-2.307,78.1943,107.8896
554,88258,10783.0,8319.0,44.0,77.0,316.0,3.4,-0.966,148.1181,125.6433
555,88259,10731.0,8229.0,43.0,108.0,225.0,3.33,-0.22,196.3737,129.3221
556,88260,10438.0,8125.0,40.0,123.0,189.0,3.12,0.221,202.7009,127.1791
557,88261,10470.0,8177.0,41.0,117.0,215.0,2.86,0.402,174.3717,117.0814
558,88262,10332.0,7968.0,39.0,94.0,195.0,2.48,0.218,110.817,100.4899
559,88263,10320.0,7906.0,39.0,57.0,118.0,1.61,-0.827,28.6817,66.2219
560,88264,10589.0,8162.0,40.0,18.0,67.0,1.41,-2.343,1.4648,9.239
561,88265,11241.0,8649.0,44.0,2.0,37.0,1.46,-3.074,0.0,0.0
562,88266,10994.0,8833.0,43.0,0.0,30.0,1.7,-3.716,0.0,0.0
563,88267,10258.0,8252.0,39.0,0.0,39.0,1.97,-4.435,0.0,0.0
564,88268,9596.0,7435.0,32.0,0.0,80.0,2.23,-5.048,0.0,0.0
565,88269,8947.0,6710.0,28.0,0.0,143.0,2.42,-5.478,0.0,0.0
566,88270,8820.0,6830.0,28.0,0.0,188.0,2.48,-5.607,0.0,0.0
567,88271,8248.0,6347.0,22.0,0.0,295.0,2.56,-5.601,0.0,0.0
568,88272,7862.0,6332.0,20.0,0.0,458.0,2.71,-5.481,0.0,0.0
569,88273,7559.0,6125.0,20.0,0.0,452.0,2.79,-5.256,0.0,0.0
570,88274,7352.0,5966.0,19.0,0.0,391.0,2.85,-4.915,0.0,0.0
571,88275,7299.0,5603.0,19.0,0.0,410.0,2.99,-4.421,0.0,0.0
572,88276,7603.0,5682.0,19.0,0.0,435.0,3.13,-4.04,0.0,0.0
573,88277,8504.0,6220.0,21.0,0.0,332.0,3.22,-3.685,0.0,0.0
574,88278,9849.0,7026.0,29.0,0.0,197.0,3.38,-3.382,0.0,0.0
575,88279,10617.0,7931.0,36.0,0.0,269.0,3.32,-3.226,0.0702,3.3335
576,88280,10830.0,7835.0,40.0,8.0,303.0,3.52,-2.579,1.6824,40.9065
577,88281,10907.0,7741.0,37.0,27.0,309.0,3.84,-1.545,7.1212,96.3356
578,88282,11048.0,7874.0,37.0,54.0,354.0,4.35,-0.652,14.8111,141.8671
579,88283,10935.0,8355.0,37.0,80.0,433.0,4.77,-0.001,20.6472,166.7236
580,88284,10642.0,8149.0,36.0,94.0,483.0,4.82,0.389,25.4924,174.82
581,88285,10525.0,7817.0,36.0,97.0,524.0,4.64,0.486,21.3733,155.3465
582,88286,10457.0,7778.0,38.0,82.0,637.0,4.37,0.207,9.6358,106.2306
583,88287,10429.0,7585.0,40.0,48.0,754.0,4.06,-0.471,3.0194,52.1209
584,88288,10718.0,7916.0,43.0,15.0,755.0,3.81,-1.383,0.1837,5.9903
585,88289,11065.0,8292.0,50.0,1.0,752.0,3.66,-1.963,0.0,0.0
586,88290,10868.0,8072.0,52.0,0.0,758.0,3.53,-2.353,0.0,0.0
587,88291,10131.0,7988.0,49.0,0.0,778.0,3.35,-2.778,0.0,0.0
588,88292,9368.0,7818.0,39.0,0.0,723.0,3.19,-3.161,0.0,0.0
589,88293,8652.0,7129.0,35.0,0.0,659.0,3.12,-3.47,0.0,0.0
590,88294,8509.0,7160.0,34.0,0.0,698.0,3.08,-3.686,0.0,0.0
591,88295,7972.0,6820.0,30.0,0.0,625.0,3.09,-3.864,0.0,0.0
592,88296,7525.0,7054.0,28.0,0.0,653.0,3.1,-3.964,0.0,0.0
593,88297,7250.0,6443.0,27.0,0.0,607.0,3.2,-4.064,0.0,0.0
594,88298,7130.0,6386.0,26.0,0.0,577.0,3.29,-4.21,0.0,0.0
595,88299,7033.0,6234.0,25.0,0.0,564.0,3.41,-4.319,0.0,0.0
596,88300,7362.0,6373.0,25.0,0.0,594.0,3.51,-4.43,0.0,0.0
597,88301,8381.0,6919.0,27.0,0.0,748.0,3.58,-4.507,0.0,0.0
598,88302,9781.0,7680.0,34.0,0.0,706.0,3.52,-4.605,0.0,0.0
599,88303,10547.0,8246.0,40.0,0.0,626.0,3.38,-4.732,2.0483,8.9197
600,88304,10727.0,8122.0,42.0,13.0,530.0,3.52,-3.663,37.2305,61.7976
601,88305,10744.0,8006.0,39.0,45.0,420.0,3.77,-1.836,121.2401,91.2605
602,88306,10819.0,8403.0,36.0,93.0,324.0,4.13,-0.298,220.9515,92.9319
603,88307,10698.0,8553.0,34.0,129.0,258.0,4.0,0.533,295.0012,84.743
604,88308,10436.0,8440.0,31.0,127.0,188.0,3.58,0.981,301.4604,82.3507
605,88309,10381.0,8490.0,29.0,116.0,150.0,3.21,1.154,258.9517,78.9322
606,88310,10305.0,8402.0,28.0,96.0,195.0,2.81,0.955,167.8602,75.5734
607,88311,10339.0,8100.0,27.0,60.0,342.0,2.1,-0.187,53.7323,60.9126
608,88312,10661.0,8191.0,26.0,21.0,353.0,2.33,-2.602,4.5319,11.7419
609,88313,11231.0,8514.0,28.0,2.0,346.0,2.71,-4.194,0.0,0.0
610,88314,10995.0,8506.0,28.0,0.0,285.0,2.98,-5.286,0.0,0.0
611,88315,10300.0,8040.0,25.0,0.0,453.0,3.25,-6.005,0.0,0.0
612,88316,9620.0,7741.0,23.0,0.0,812.0,3.58,-6.174,0.0,0.0
613,88317,8998.0,6917.0,19.0,0.0,1242.0,3.98,-5.917,0.0,0.0
614,88318,8840.0,6796.0,17.0,0.0,1493.0,4.2,-5.491,0.0,0.0
615,88319,8191.0,6123.0,9.0,0.0,1478.0,4.32,-5.185,0.0,0.0
616,88320,7752.0,7209.0,11.0,0.0,1478.0,4.41,-4.783,0.0,0.0
617,88321,7534.0,6659.0,11.0,0.0,1634.0,4.33,-4.27,0.0,0.0
618,88322,7307.0,6547.0,9.0,0.0,1586.0,4.16,-3.711,0.0,0.0
